id,Linkin Nimi,Linkin Kuvaus,Linkin hallintaorg,UniqueNimi,Kieli,Kohde (Organisaatio),Url
454,Internet- ja puhelinliittymät,Asettuminen Suomeen,Infopankki,Internet- ja puhelinliittymät,fi,Liikenne- ja viestintävirasto Traficom,https://www.traficom.fi/fi/viestinta/laajakaista-ja-puhelin
456,Asevelvollisuus,Asettuminen Suomeen,Infopankki,Asevelvollisuus,fi,Puolustusvoimat,https://puolustusvoimat.fi/asevelvollisuus
461,Tietoa Suomesta ulkomaalaiselle,Muutto Suomeen,Infopankki,Tietoa Suomesta ulkomaalaiselle,fi,Expat Finland,
462,Viisumin tarve Schengen-alueelle ja Suomen hyväksymät matkustusasiakirjat,Muutto Suomeen,Infopankki,Viisumin tarve Schengen-alueelle ja Suomen hyväksymät matkustusasiakirjat,fi,Ulkoministeriö,https://um.fi/viisumin-tarve-ja-suomen-hyvaksymat-matkustusasiakirjat
465,Schengen-viisumin hakeminen,Muutto Suomeen,Infopankki,Schengen-viisumin hakeminen,fi,Ulkoministeriö,https://um.fi/viisumi-suomeen
466,"Maat, jossa toinen Schengen-maa edustaa Suomea",Muutto Suomeen,Infopankki,"Maat, jossa toinen Schengen-maa edustaa Suomea",fi,Ulkoministeriö,https://um.fi/edustustot
467,Viisumin pidentäminen Suomessa,Muutto Suomeen,Infopankki,Viisumin pidentäminen Suomessa,fi,Poliisi,https://poliisi.fi/viisumin-jatkaminen
468,Tietoa Suomesta turisteille,Muutto Suomeen,Infopankki,Tietoa Suomesta turisteille,fi,VisitFinland.com,
473,Tv-sarjan oppimateriaali Supisuomea,Suomen ja ruotsin kieli,Infopankki,Tv-sarjan oppimateriaali Supisuomea,fi,Yle,https://yle.fi/aihe/artikkeli/2015/12/15/supisuomea
474,Selkouutiset,Suomen ja ruotsin kieli,Infopankki,Selkouutiset,fi,Yle,https://yle.fi/uutiset/osasto/selkouutiset/
475,Tietoa eri aiheista selkokielellä,Suomen ja ruotsin kieli,Infopankki,Tietoa eri aiheista selkokielellä,fi,Selko.fi,https://selko.fi
478,Työelämän suomea,Suomen ja ruotsin kieli,Infopankki,Työelämän suomea,fi,Opetushallitus,http://www11.edu.fi/homma/index.html
479,Kuuntele suomen kielen murteita,Suomen ja ruotsin kieli,Infopankki,Kuuntele suomen kielen murteita,fi,Jyväskylän yliopiston kielikeskus,https://kielikompassi.jyu.fi/opetus/s2/mps/
483,Verbien taivutusta,Suomen ja ruotsin kieli,Infopankki,Verbien taivutusta,fi,Verbix.com,
484,Iso suomen kielioppi verkossa,Suomen ja ruotsin kieli,Infopankki,Iso suomen kielioppi verkossa,fi,Kotimaisten kielten keskus,https://scripta.kotus.fi/visk/etusivu.php
489,Yleiset kielitutkinnot,Suomen ja ruotsin kieli,Infopankki,Yleiset kielitutkinnot,fi,Opetushallitus,https://www.oph.fi/fi/koulutus-ja-tutkinnot/kieli-ja-kaantajatutkinnot/yleiset-kielitutkinnot-yki
490,Ilmoittautuminen yleiseen kielitutkintoon ja tutkintomaksut,Suomen ja ruotsin kieli,Infopankki,Ilmoittautuminen yleiseen kielitutkintoon ja tutkintomaksut,fi,Opetushallitus,https://www.oph.fi/fi/koulutus-ja-tutkinnot/ilmoittautuminen-yleisiin-kielitutkintoihin
491,Yleisten kielitutkintojen taitotasot,Suomen ja ruotsin kieli,Infopankki,Yleisten kielitutkintojen taitotasot,fi,Opetushallitus,https://www.oph.fi/sites/default/files/documents/169733_taitotasokuvaukset_cefr.pdf
492,Valtionhallinnon kielitutkinnot,Suomen ja ruotsin kieli,Infopankki,Valtionhallinnon kielitutkinnot,fi,Opetushallitus,https://www.oph.fi/fi/koulutus-ja-tutkinnot/kieli-ja-kaantajatutkinnot/valtionhallinnon-kielitutkinnot
494,Kielitaidon osoittaminen opintojen yhteydessä,Suomen ja ruotsin kieli,Infopankki,Kielitaidon osoittaminen opintojen yhteydessä,fi,Opetushallitus,https://www.oph.fi/fi/koulutus-ja-tutkinnot/kieli-ja-kaantajatutkinnot/valtionhallinnon-kielitutkinnot#anchor-kielitaidon-osoittaminen-opintojen-yhteydessa
495,Kielitaito ja Suomen kansalaisuus,Suomen ja ruotsin kieli,Infopankki,Kielitaito ja Suomen kansalaisuus,fi,Maahanmuuttovirasto,https://migri.fi/kielitaito
496,Tietoa suomen kielestä,Suomen ja ruotsin kieli,Infopankki,Tietoa suomen kielestä,fi,Kotimaisten kielten keskus,https://www.kotus.fi/kielitieto/kielet/suomi
501,Tietoa ruotsin kielestä,Suomen ja ruotsin kieli,Infopankki,Tietoa ruotsin kielestä,fi,Kotimaisten kielten keskus,https://www.kotus.fi/kielitieto/kielet/ruotsi
502,Tietoa saamen kielistä,Suomen ja ruotsin kieli,Infopankki,Tietoa saamen kielistä,fi,Kotimaisten kielten keskus,https://www.kotus.fi/kielitieto/kielet/saame
503,Tietoa Suomen romanikielestä,Suomen ja ruotsin kieli,Infopankki,Tietoa Suomen romanikielestä,fi,Kotimaisten kielten keskus,https://www.kotus.fi/kielitieto/kielet/suomen_romanikieli
504,Tietoa suomalaisesta viittomakielestä,Suomen ja ruotsin kieli,Infopankki,Tietoa suomalaisesta viittomakielestä,fi,Kotimaisten kielten keskus,https://www.kotus.fi/kielitieto/kielet/suomen_viittomakielet
505,Suomalaisen viittomakielen verkkosanakirja,Suomen ja ruotsin kieli,Infopankki,Suomalaisen viittomakielen verkkosanakirja,fi,Suvi.viittomat.net,https://suvi.viittomat.net/
507,Puhelin- ja sähköpostineuvontaa maahanmuuttajille,Perhe,Infopankki,Puhelin- ja sähköpostineuvontaa maahanmuuttajille,fi,Väestöliitto,https://www.vaestoliitto.fi/maahanmuuttajat/kotoutumiseen-liittyvat-palvelut/
509,Laki lapsen huollosta ja tapaamisoikeudesta,Perhe,Infopankki,Laki lapsen huollosta ja tapaamisoikeudesta,fi,Finlex,https://www.finlex.fi/fi/laki/ajantasa/1983/19830361
510,Tietoa yhden vanhemman perheille,Perhe,Infopankki,Tietoa yhden vanhemman perheille,fi,Yhden Vanhemman Perheiden Liitto ry,https://www.yvpl.fi/
511,Elatustuki ja elatusapu,Perhe,Infopankki,Elatustuki ja elatusapu,fi,Kela,https://www.kela.fi/elatustuki
512,Toimintaa pienperheille,Perhe,Infopankki,Toimintaa pienperheille,fi,Pienperheyhdistys ry.,https://www.pienperhe.fi/
513,Tietoa elatusvelvollisille,Perhe,Infopankki,Tietoa elatusvelvollisille,fi,Elatusvelvollisten liitto ry,https://www.elatusvelvolliset.fi/?action=etusivu&kieli
514,Avoimia työpaikkoja,Työ ja yrittäjyys,Infopankki,Avoimia työpaikkoja,fi,Työ- ja elinkeinoministeriö,https://paikat.te-palvelut.fi/tpt/
515,Tietoa uusperheen perustajalle,Perhe,Infopankki,Tietoa uusperheen perustajalle,fi,Suomen Uusperheellisten Liitto ry,https://supli.fi/
517,Tukea ja toimintaa sateenkaariperheille,Perhe,Infopankki,Tukea ja toimintaa sateenkaariperheille,fi,Sateenkaariperheet ry.,https://sateenkaariperheet.fi/
519,Vuokratyöopas,Työ ja yrittäjyys,Infopankki,Vuokratyöopas,fi,Työ- ja elinkeinoministeriö,https://tem.fi/documents/1410877/3229884/Vuokraty%C3%B6opas/fc47f5f5-b1d5-4805-b6dd-a46e42193a05
520,Avioliittolaki,Perhe,Infopankki,Avioliittolaki,fi,Finlex,https://www.finlex.fi/fi/laki/ajantasa/1929/19290234
521,Digi- ja väestötietoviraston yhteystiedot,Perhe,Infopankki,Digi- ja väestötietoviraston yhteystiedot,fi,Digi- ja väestötietovirasto,https://dvv.fi/yhteystiedot
522,Pyyntö avioliiton esteiden tutkinnasta,Perhe,Infopankki,Pyyntö avioliiton esteiden tutkinnasta,fi,Digi- ja väestötietovirasto,https://dvv.fi/documents/16079645/17653486/Pyynt%C3%B6+avioliiton+esteiden+tutkinnasta/5b496835-dd1e-8f55-de29-41ea277830e7/Pyynt%C3%B6+avioliiton+esteiden+tutkinnasta.pdf
524,Apua työnhakuun puhelimitse,Työ ja yrittäjyys,Infopankki,Apua työnhakuun puhelimitse,fi,Työ- ja elinkeinoministeriö,https://www.te-palvelut.fi/fi/nain-asioit-kanssamme/te-palvelut/puhelinpalvelut
530,Avioehtosopimus,Perhe,Infopankki,Avioehtosopimus,fi,Digi- ja väestötietovirasto,https://dvv.fi/avioehto
531,Vihkiminen,Perhe,Infopankki,Vihkiminen,fi,Digi- ja väestötietovirasto,https://dvv.fi/vihkiminen
533,Käräjäoikeuksien yhteystiedot,Perhe,Infopankki,Käräjäoikeuksien yhteystiedot,fi,Oikeuslaitos,https://oikeus.fi/tuomioistuimet/karajaoikeudet/fi/index/yhteystiedot.html
534,Tietoa avioliitosta,Perhe,Infopankki,Tietoa avioliitosta,fi,Evankelis-luterilainen kirkko,https://evl.fi/perhejuhlat/haat
535,Suomen ortodoksinen kirkko,Perhe,Infopankki,Suomen ortodoksinen kirkko,fi,Suomen ortodoksinen kirkko,https://ort.fi/
536,"Rekisteröidyt uskonnolliset yhdyskunnat, joilla on vihkimisoikeus",Perhe,Infopankki,"Rekisteröidyt uskonnolliset yhdyskunnat, joilla on vihkimisoikeus",fi,Vapaa-ajattelijain liitto ry,https://uskonnonvapaus.fi/artikkelit/vihkimisoikeudet.html
537,Ilmoitus ulkomailla solmitusta avioliitosta-lomake,Perhe,Infopankki,Ilmoitus ulkomailla solmitusta avioliitosta-lomake,fi,Digi- ja väestötietovirasto,https://dvv.fi/documents/16079645/17653494/Notification+of+marriage+outside+Finland
541,Tietoa työpaikoista Euroopassa ,Työ ja yrittäjyys ,Infopankki,Tietoa työpaikoista Euroopassa ,fi,Eures-portaali,https://sorry.ec.europa.eu
543,Tietoa kirkon perheneuvonnasta,Perhe,Infopankki,Tietoa kirkon perheneuvonnasta,fi,Suomen evankelis-luterilainen kirkko,https://evl.fi/apua-ja-tukea/ihmissuhteet/kirkon-perheneuvonta-auttaa-maksutta
544,Tukea avioerossa,Perhe,Infopankki,Tukea avioerossa,fi,Väestöliitto,https://www.hyvakysymys.fi/artikkeli/erokriisissa-tarvitaan-aikaa/
545,Henkilöstöalan säännöt ulkomaalaisten rekrytoinnille,Työ ja yrittäjyys,Infopankki,Henkilöstöalan säännöt ulkomaalaisten rekrytoinnille,fi,Henkilöstöpalveluyritysten liitto,https://hpl.fi/wp-content/uploads/2018/05/henkilostopalvelualan-ulkomaisten-tyontekijoiden-rekrytoinnin-pelisaannot.pdf
546,Avioerohakemus,Perhe,Infopankki,Avioerohakemus,fi,Oikeus.fi,https://oikeus.fi/material/attachments/oikeus/lomakkeet/HIIzSrw81/Avioerohakemus.pdf
547,Tietoa avioerosta,Perhe,Infopankki,Tietoa avioerosta,fi,Oikeusministeriö,https://oikeusministerio.fi/etusivu
549,Esittäydy työnantajille verkossa,Työ ja yrittäjyys ,Infopankki,Esittäydy työnantajille verkossa,fi,CV-netti,https://kokeile.tyomarkkinatori.fi/Etusivu
550,Henkilökohtainen kotoutumissuunnitelma -lomake,Työ ja yrittäjyys,Infopankki,Henkilökohtainen kotoutumissuunnitelma -lomake,fi,Työ- ja elinkeinoministeriö,https://lomake.fi/c/ec/lomakepalvelu/download?s=vxl4dmKuPTEs7xe&id=1465%2F7FC29C1A522AAFC5F774B1C89681862D&type=statics
551,Ammatinvalinta ja urasuunnittelu,Työ ja yrittäjyys ,Infopankki,Ammatinvalinta ja urasuunnittelu,fi,Työ- ja elinkeinoministeriö,https://www.te-palvelut.fi/fi/tyonhakijalle/ammatinvalinta-koulutus
553,Kotouttamislaki,Työ ja yrittäjyys ,Infopankki,Kotouttamislaki,fi,Finlex,https://www.finlex.fi/fi/laki/ajantasa/2010/20101386
556,Työkokeilu,Työ ja yrittäjyys ,Infopankki,Työkokeilu,fi,Työ- ja elinkeinoministeriö,https://www.te-palvelut.fi/fi/tyonhakijalle/tukea-tyollistymiseen/tyokokeilu
557,Avioeron hakeminen,Perhe,Infopankki,Avioeron hakeminen,fi,Oikeus.fi,https://oikeus.fi/tuomioistuimet/fi/index/asiat/perheasiat/avioero.html
562,Miten tapaamiset järjestetään,Perhe,Infopankki,Miten tapaamiset järjestetään,fi,Yhden Vanhemman Perheiden Liitto ry,https://www.yvpl.fi/miten-lapsen-ja-muualla-asuvan-vanhemman-tapaamiset-jarjestetaan/
563,Yhteishuolto ja yksinhuolto,Perhe,Infopankki,Yhteishuolto ja yksinhuolto,fi,Yhden Vanhemman Perheiden Liitto ry,https://www.yvpl.fi/yhteishuolto-yksinhuolto-mita-ne-tarkoittavat/
570,Adoptiolaki,Perhe,Infopankki,Adoptiolaki,fi,Finlex,https://www.finlex.fi/fi/laki/alkup/2012/20120022
573,Palkkatuki,Työ ja yrittäjyys ,Infopankki,Palkkatuki,fi,Työ- ja elinkeinoministeriö,https://www.te-palvelut.fi/te/fi/tyonantajalle/loyda_tyontekija/tukea_rekrytointiin/palkkatuki/index.html
574,Laki rekisteröidystä parisuhteesta,Perhe,Infopankki,Laki rekisteröidystä parisuhteesta,fi,Finlex,https://www.finlex.fi/fi/laki/ajantasa/2001/20010950
576,Tietoa seksuaalisesta tasavertaisuudesta,Perhe,Infopankki,Tietoa seksuaalisesta tasavertaisuudesta,fi,Seta,https://seta.fi/
578,Tietoa lapsiperheiden tuista,Perhe,Infopankki,Tietoa lapsiperheiden tuista,fi,Kela,https://www.kela.fi/lapsiperheet
579,Lapsen oikeuksien sopimus,Perhe,Infopankki,Lapsen oikeuksien sopimus,fi,Unicef,https://www.unicef.fi/lapsen-oikeudet/sopimus-kokonaisuudessaan/
580,Lapsen oikeudet -esite,Perhe,Infopankki,Lapsen oikeudet -esite,fi,Lapsiasiavaltuutettu,https://lapsiasia.fi/documents/25250457/41743419/Tunnetko+lapsen+oikeudet+suomi+2020.pdf/8bc29f15-3994-f832-3f74-b2e12e3d22d5/Tunnetko+lapsen+oikeudet+suomi+2020.pdf?t=1603187411401
581,Oppisopimustoimistojen yhteystiedot,Koulutus,Infopankki,Oppisopimustoimistojen yhteystiedot,fi,Oppisopimus.fi,https://www.oppisopimus.fi/hae-lahin-oppisopimustoimisto/
582,"Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä",Perhe,Infopankki,"Lapsia, nuoria ja perheitä koskevaa lainsäädäntöä",fi,Sosiaali- ja terveysministeriö,https://stm.fi/lainsaadanto/lapset-nuoret
584,Tutkinnon tunnustaminen,Koulutus,Infopankki,Tutkinnon tunnustaminen,fi,Opetushallitus,https://www.oph.fi/fi/palvelut/tutkintojen-tunnustaminen
585,Monikansalaisuus,Perhe,Infopankki,Monikansalaisuus,fi,Maahanmuuttovirasto,https://migri.fi/etusivu
587,Lasten ja nuorten uskonnonvapaus,Perhe,Infopankki,Lasten ja nuorten uskonnonvapaus,fi,Vapaa-ajattelijain liitto ry,https://uskonnonvapaus.fi/lapset/
588,Oma kieli - oma mieli,Perhe,Infopankki,Oma kieli - oma mieli,fi,Opetushallitus,https://www.oph.fi/sites/default/files/documents/179673_oma_mieli_oma_kieli_1.pdf
589,Tietoa ansioluettelosta,Työ ja yrittäjyys ,Infopankki,Tietoa ansioluettelosta,fi,Europass.eu,https://europa.eu/europass/fi/create-europass-cv
590,Lasten kasvatus Suomessa,Perhe,Infopankki,Lasten kasvatus Suomessa,fi,Väestöliitto,https://www.hyvakysymys.fi/artikkeli/lastenkasvatuksesta-eri-kielilla/
591,Perhe-etuudet ulkomaille,Perhe,Infopankki,Perhe-etuudet ulkomaille,fi,Kela,https://www.kela.fi/perhe-etuudet-ulkomaille
593,Meille tulee vauva -opas,Terveys,Infopankki,Meille tulee vauva -opas,fi,Terveyden ja hyvinvoinnin laitos,https://www.julkari.fi/bitstream/handle/10024/138367/THL_MUU306_2020_verkko s.pdf?sequence=7
594,Asiointi verkossa,Perhe,Infopankki,Asiointi verkossa,fi,Kela,https://www.kela.fi/omakela
596,Toimistojen yhteystiedot,Perhe,Infopankki,Toimistojen yhteystiedot,fi,Kela,https://www.kela.fi/tule-kaymaan
597,Tietoa neuvolapalveluista,Perhe,Infopankki,Tietoa neuvolapalveluista,fi,Sosiaali- ja terveysministeriö,https://stm.fi/neuvolat
598,Äitiyspakkaus,Perhe,Infopankki,Äitiyspakkaus,fi,Kela,https://www.kela.fi/aitiysavustus
599,Kela-kortti,Perhe,Infopankki,Kela-kortti,fi,Kela,https://www.kela.fi/kela-kortti
600,Verokortti,Työ ja yrittäjyys,Infopankki,Verokortti,fi,Verohallinto,https://www.vero.fi/OmaVero
602,Vanhempainraha äidille tai isälle,Perhe,Infopankki,Vanhempainraha äidille tai isälle,fi,Kela,https://www.kela.fi/vanhempainraha
603,Lapsikorotus,Perhe,Infopankki,Lapsikorotus,fi,Kela,https://www.kela.fi/lapsikorotus
604,Yksityisen hoidon tuki,Perhe,Infopankki,Yksityisen hoidon tuki,fi,Kela,https://www.kela.fi/yksityisen-hoidon-tuki
606,Lastenhoitoapua,Espoo,Infopankki,Lastenhoitoapua,fi,Mannerheimin lastensuojeluliitto,https://www.mll.fi/vanhemmille/lastenhoitovalityspisteet/
612,Yrityksen perustaminen,Työ ja yrittäjyys ,Infopankki,Yrityksen perustaminen,fi,Yritys-Suomi,https://www.suomi.fi/yritykselle/yrityksen-perustaminen/yritystoiminnan-suunnittelu
618,Esikoulutehtäviä verkossa,Koulutus,Infopankki,Esikoulutehtäviä verkossa,fi,Peda.net,https://peda.net/
619,Tietoa esiopetuksesta,Koulutus,Infopankki,Tietoa esiopetuksesta,fi,Opetus- ja kulttuuriministeriö,https://minedu.fi/esiopetus
622,Helsingin kaupungin koulujen viestintäkanava Wilma,Helsinki,Infopankki,Helsingin kaupungin koulujen viestintäkanava Wilma,fi,Helsingin kaupunki,https://helsinki.inschool.fi/
624,Test,"testi 280113 linkin poisto, kieliversioiden näyttäminen dokumenttilistalla",Infopankki,Test,fi,testtest,https://stm.fi/etusivu
626,Yhdenvertaisuuslaki,Ongelmatilanteet,Infopankki,Yhdenvertaisuuslaki,fi,Finlex,https://www.finlex.fi/fi/laki/alkup/2014/20141325
627,Apua syrjintätapauksissa,Ongelmatilanteet,Infopankki,Apua syrjintätapauksissa,fi,Yhdenvertaisuus- ja tasa-arvolautakunta,https://www.yvtltk.fi/fi/
629,Työsuojelu,Ongelmatilanteet,Infopankki,Työsuojelu,fi,Työsuojeluhallinto,https://www.tyosuojelu.fi/home
630,Tietoa ihmisoikeuksista,Ongelmatilanteet,Infopankki,Tietoa ihmisoikeuksista,fi,Ihmisoikeusliitto,https://ihmisoikeusliitto.fi/
632,Poliisilaitosten yhteystiedot ja palvelut,Ongelmatilanteet,Infopankki,Poliisilaitosten yhteystiedot ja palvelut,fi,Poliisi,https://poliisi.fi/yhteystiedot
633,Hätätilanne,Terveys,Infopankki,Hätätilanne,fi,Hätäkeskuslaitos,https://112.fi/etusivu
634,Miten soitat hätänumeroon,Terveys,Infopankki,Miten soitat hätänumeroon,fi,Hätäkeskuslaitos,https://112.fi/hatanumero112
636,Ensiapuohjeita erilaisissa tilanteissa,Terveys,Infopankki,Ensiapuohjeita erilaisissa tilanteissa,fi,Punainen Risti,https://www.punainenristi.fi/ensiapu/ensiapuohjeet/
637,Ensiapuohjeet myrkytystapaturmissa,Terveys,Infopankki,Ensiapuohjeet myrkytystapaturmissa,fi,Myrkytystietokeskus,https://www.hus.fi/potilaalle/sairaalat-ja-toimipisteet/myrkytystietokeskus
638,Perustietoa täydennyskoulutuksesta,Koulutus,Infopankki,Perustietoa täydennyskoulutuksesta,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/yliopisto/yliopistojen-taydennyskoulutus/
640,Työterveyshuolto,Terveys,Infopankki,Työterveyshuolto,fi,Sosiaali- ja terveysministeriö,https://stm.fi/tyoterveyshuolto
643,Apua rikoksen uhrille,Ongelmatilanteet,Infopankki,Apua rikoksen uhrille,fi,Rikosuhripäivystys,https://www.riku.fi/palvelut/
644,Tietoa ulkomaalaisille opiskelijoille,Koulutus,Infopankki,Tietoa ulkomaalaisille opiskelijoille,fi,Study in Finland,
645,Opiskelija-asuntoja,Koulutus,Infopankki,Opiskelija-asuntoja,fi,Suomen opiskelija-asunnot,https://www.soa.fi/
646,Jos joudut rikoksen uhriksi,Ongelmatilanteet,Infopankki,Jos joudut rikoksen uhriksi,fi,Oikeusministeriö,https://oikeus.fi/fi/index/asiatjapalvelut/rikoksenuhrille/josjoudutrikoksenuhriksi.html
647,Tietoa rikoksista,Ongelmatilanteet,Infopankki,Tietoa rikoksista,fi,Poliisi,https://poliisi.fi/rikokset
648,Opiskeluterveydenhuolto,Terveys,Infopankki,Opiskeluterveydenhuolto,fi,Sosiaali- ja terveysministeriö,https://stm.fi/opiskeluterveydenhuolto
649,Rikoslaki,Ongelmatilanteet,Infopankki,Rikoslaki,fi,Finlex,https://www.finlex.fi/fi/laki/ajantasa/1889/18890039001
650,Korkeakouluopiskelijan terveydenhuolto,Terveys,Infopankki,Korkeakouluopiskelijan terveydenhuolto,fi,YTHS,https://www.yths.fi/asiointi/palveluiden-kayttooikeus/
651,Apua ja tukea maahanmuuttajanaisille,Ongelmatilanteet,Infopankki,Apua ja tukea maahanmuuttajanaisille,fi,Monika-Naiset liitto ry,https://monikanaiset.fi/wp-content/uploads/kriisikeskus_turvakoti-mona_esite_suomi_2018.pdf
652,Oikeusneuvontaa rikoksen uhreille,Ongelmatilanteet,Infopankki,Oikeusneuvontaa rikoksen uhreille,fi,Rikosuhripäivystys,https://www.riku.fi/palvelut/juristin-puhelinneuvonta-0800-161-177/
653,Tietoa kymppiluokasta,Koulutus,Infopankki,Tietoa kymppiluokasta,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/valintojen-tuki/peruskoulun-jalkeen-muita-vaihtoehtoja/kymppiluokalla-voit-kehittaa-opiskelutaitojasi/
654,Tietoa oikeusavusta,Ongelmatilanteet,Infopankki,Tietoa oikeusavusta,fi,Valtion oikeusaputoimisto,https://oikeus.fi/oikeusapu/fi/index.html
655,Ohjeet rikosilmoituksen tekemiseen,Ongelmatilanteet,Infopankki,Ohjeet rikosilmoituksen tekemiseen,fi,Poliisi,https://poliisi.fi/tee-rikosilmoitus
656,Luettelo yksityiskouluista,Koulutus,Infopankki,Luettelo yksityiskouluista,fi,Yksityiskoulujen liitto,http://www.yksityiskoulut.fi/jasenkouluille/jasenkoulut/
657,Sairaanhoitokorvaukset,Terveys,Infopankki,Sairaanhoitokorvaukset,fi,Kela,https://www.kela.fi/sairaanhoito
658,Helsingin eurooppalainen koulu,Koulutus,Infopankki,Helsingin eurooppalainen koulu,fi,Helsingin eurooppalainen koulu,https://www.eshelsinki.com/suomeksi/
659,Tietoa Steiner-koulusta,Koulutus,Infopankki,Tietoa Steiner-koulusta,fi,Steinerkasvatuksen liitto,https://peda.net/steinerkasvatus
661,Tietoa eurooppalaisesta sairaanhoitokortista,Terveys,Infopankki,Tietoa eurooppalaisesta sairaanhoitokortista,fi,Kela,https://www.kela.fi/eurooppalainen-sairaanhoitokortti
663,Vertaa sähkön hintoja,Asuminen,Infopankki,Vertaa sähkön hintoja,fi,Energiamarkkinavirasto,https://www.sahkonhinta.fi/
664,Muuttopalveluja,Asuminen,Infopankki,Muuttopalveluja,fi,Suomimuutto Oy,https://www.suomimuutto.fi
665,Muuttopalveluja,Asuminen,Infopankki,Muuttopalveluja,fi,Muuttoapu.com,https://muuttoapu.com/
666,Muuttopalveluja,Asuminen,Infopankki,Muuttopalveluja,fi,Muuttopalvelu Niemi,https://www.niemi.fi/
667,Tietoa vuokralaiselle,Asuminen,Infopankki,Tietoa vuokralaiselle,fi,Vuokraturva,https://www.vuokraturva.fi/vuokralaiselle
668,Tietoa vuokra-asumisesta,Asuminen,Infopankki,Tietoa vuokra-asumisesta,fi,Ympäristöministeriö,https://www.ymparisto.fi/fi-FI/Asuminen/Vuokraasuminen
670,Asumisneuvontaa,Asuminen,Infopankki,Asumisneuvontaa,fi,Kuluttajaliitto,https://www.kuluttajaliitto.fi/hankkeet/asumisneuvonta/
672,Pakolaisavun aluetoimistot,Asuminen,Infopankki,Pakolaisavun aluetoimistot,fi,Pakolaisapu,https://pakolaisapu.fi/ota-yhteytta/#toimistot
673,Marttaliiton yhteystiedot,Asuminen,Infopankki,Marttaliiton yhteystiedot,fi,Marttaliitto,https://www.martat.fi/marttayhdistykset/willit-martat/yhteystiedot/
676,Tukea seksuaalisen väkivallan uhreille,Ongelmatilanteet,Infopankki,Tukea seksuaalisen väkivallan uhreille,fi,Raiskauskriisikeskus Tukinainen,https://tukinainen.fi/
678,Tietoa lähestymiskiellosta,Ongelmatilanteet,Infopankki,Tietoa lähestymiskiellosta,fi,Poliisi,https://poliisi.fi/lahestymiskielto
680,Apua väkivallan lopettamiseen miehille,Ongelmatilanteet,Infopankki,Apua väkivallan lopettamiseen miehille,fi,Jussi-työ,https://ensijaturvakotienliitto.fi/tietoa-liitosta/nain-me-autamme/turvakodit-muu-vakivaltatyo/#jussi-tyo
681,Apua väkivallan lopettamiseen miehille,Ongelmatilanteet,Infopankki,Apua väkivallan lopettamiseen miehille,fi,Miessakit ry,https://www.miessakit.fi/toimintamuodot/lyomaton-linja/
682,Apua maahanmuuttajamiehille,Ongelmatilanteet,Infopankki,Apua maahanmuuttajamiehille,fi,Miehen linja,http://94.199.60.11/web/guest/olen-muuttanut-suomeen
